instant,dteday,season,yr,mnth,hr,holiday,weekday,weekend,workingday,weathersit,temp,atemp,hum,windspeed,windspeed_mph,comfindex,casual,registered,cnt
238,11/01/2011,1,0,1,6,0,2,0,1,2,0.16,0.1818,0.55,0.1343,8.998,0.108,0,27,27
239,11/01/2011,1,0,1,7,0,2,0,1,2,0.16,0.2273,0.55,0,0,0.148,2,97,99
240,11/01/2011,1,0,1,8,0,2,0,1,2,0.18,0.2121,0.51,0.0896,6.003,0.136,3,214,217
241,11/01/2011,1,0,1,9,0,2,0,1,2,0.18,0.197,0.51,0.1642,11.001,0.116,3,127,130
242,11/01/2011,1,0,1,10,0,2,0,1,2,0.2,0.2121,0.51,0.1642,11.001,0.131,3,51,54
243,11/01/2011,1,0,1,11,0,2,0,1,2,0.2,0.2121,0.47,0.1343,8.998,0.137,4,31,35
244,11/01/2011,1,0,1,12,0,2,0,1,2,0.2,0.2273,0.51,0.1045,7.002,0.147,2,55,57
245,11/01/2011,1,0,1,13,0,2,0,1,2,0.2,0.2273,0.59,0.0896,6.003,0.15,6,46,52
246,11/01/2011,1,0,1,14,0,2,0,1,2,0.2,0.2273,0.59,0.0896,6.003,0.15,3,60,63
247,11/01/2011,1,0,1,15,0,2,0,1,2,0.16,0.197,0.8,0.0896,6.003,0.121,2,45,47
248,11/01/2011,1,0,1,16,0,2,0,1,2,0.16,0.1515,0.86,0.2239,15.001,0.081,4,72,76
249,11/01/2011,1,0,1,17,0,2,0,1,2,0.16,0.1515,0.86,0.2239,15.001,0.081,6,130,136
250,11/01/2011,1,0,1,18,0,2,0,1,3,0.16,0.1818,0.93,0.1045,7.002,0.114,1,94,95
251,11/01/2011,1,0,1,19,0,2,0,1,3,0.16,0.2273,0.93,0,0,0.148,0,51,51
252,11/01/2011,1,0,1,20,0,2,0,1,3,0.16,0.1515,0.93,0.194,12.998,0.087,0,32,32
253,11/01/2011,1,0,1,21,0,2,0,1,3,0.16,0.197,0.86,0.0896,6.003,0.121,0,20,20
254,11/01/2011,1,0,1,22,0,2,0,1,3,0.16,0.1818,0.93,0.1045,7.002,0.114,1,28,29
255,11/01/2011,1,0,1,23,0,2,0,1,3,0.16,0.197,0.93,0.0896,6.003,0.121,1,18,19
256,12/01/2011,1,0,1,0,0,3,0,1,2,0.16,0.197,0.86,0.0896,6.003,0.121,0,7,7
257,12/01/2011,1,0,1,1,0,3,0,1,2,0.16,0.1818,0.86,0.1045,7.002,0.114,0,6,6
258,12/01/2011,1,0,1,2,0,3,0,1,1,0.14,0.1515,0.86,0.1343,8.998,0.089,0,1,1
259,12/01/2011,1,0,1,5,0,3,0,1,1,0.14,0.1515,0.86,0.1642,11.001,0.083,0,5,5
260,12/01/2011,1,0,1,6,0,3,0,1,1,0.12,0.1515,0.93,0.1343,8.998,0.079,0,16,16
261,12/01/2011,1,0,1,7,0,3,0,1,1,0.14,0.1515,0.69,0.1343,8.998,0.089,0,54,54
262,12/01/2011,1,0,1,8,0,3,0,1,1,0.16,0.1667,0.59,0.1642,11.001,0.097,3,125,128
263,12/01/2011,1,0,1,9,0,3,0,1,1,0.16,0.1364,0.59,0.3284,22.003,0.055,3,78,81
264,12/01/2011,1,0,1,10,0,3,0,1,1,0.18,0.1818,0.55,0.2239,15.001,0.1,0,39,39
265,12/01/2011,1,0,1,11,0,3,0,1,1,0.2,0.1818,0.51,0.3881,26.003,0.077,3,32,35
266,12/01/2011,1,0,1,12,0,3,0,1,1,0.2,0.1515,0.47,0.5821,39.001,0.029,3,52,55
267,12/01/2011,1,0,1,13,0,3,0,1,1,0.22,0.197,0.44,0.3582,23.999,0.097,0,49,49
268,12/01/2011,1,0,1,14,0,3,0,1,1,0.2,0.1818,0.47,0.3284,22.003,0.089,0,44,44
269,12/01/2011,1,0,1,15,0,3,0,1,1,0.2,0.1667,0.47,0.4179,27.999,0.066,1,48,49
270,12/01/2011,1,0,1,16,0,3,0,1,1,0.22,0.197,0.44,0.3284,22.003,0.103,5,63,68
271,12/01/2011,1,0,1,17,0,3,0,1,1,0.2,0.1818,0.47,0.3582,23.999,0.083,0,139,139
272,12/01/2011,1,0,1,18,0,3,0,1,1,0.2,0.1515,0.47,0.5224,35.001,0.041,2,135,137
273,12/01/2011,1,0,1,19,0,3,0,1,1,0.18,0.1515,0.47,0.4179,27.999,0.052,1,82,83
274,12/01/2011,1,0,1,20,0,3,0,1,1,0.16,0.1364,0.5,0.3284,22.003,0.055,2,54,56
275,12/01/2011,1,0,1,21,0,3,0,1,1,0.16,0.1364,0.55,0.3284,22.003,0.055,0,57,57
276,12/01/2011,1,0,1,22,0,3,0,1,1,0.16,0.1212,0.55,0.4478,30.003,0.027,1,32,33
277,12/01/2011,1,0,1,23,0,3,0,1,1,0.14,0.1061,0.59,0.4179,27.999,0.018,1,19,20
278,13/01/2011,1,0,1,0,0,4,0,1,1,0.14,0.1212,0.59,0.2836,19.001,0.05,1,6,7
279,13/01/2011,1,0,1,1,0,4,0,1,1,0.14,0.1212,0.5,0.2836,19.001,0.05,0,2,2
280,13/01/2011,1,0,1,2,0,4,0,1,1,0.14,0.1212,0.5,0.3582,23.999,0.035,0,2,2
281,13/01/2011,1,0,1,3,0,4,0,1,1,0.14,0.1212,0.5,0.3284,22.003,0.041,0,3,3
282,13/01/2011,1,0,1,4,0,4,0,1,1,0.14,0.1212,0.5,0.2537,16.998,0.056,0,4,4
283,13/01/2011,1,0,1,5,0,4,0,1,1,0.14,0.1212,0.5,0.2985,19.999,0.047,0,3,3
284,13/01/2011,1,0,1,6,0,4,0,1,1,0.12,0.1515,0.54,0.1343,8.998,0.079,0,28,28
285,13/01/2011,1,0,1,7,0,4,0,1,1,0.12,0.1515,0.54,0.1343,8.998,0.079,0,72,72
286,13/01/2011,1,0,1,8,0,4,0,1,1,0.14,0.1364,0.5,0.194,12.998,0.072,5,197,202
287,13/01/2011,1,0,1,9,0,4,0,1,1,0.14,0.1212,0.5,0.3284,22.003,0.041,2,137,139
288,13/01/2011,1,0,1,10,0,4,0,1,2,0.16,0.1364,0.5,0.3582,23.999,0.049,2,36,38
289,13/01/2011,1,0,1,11,0,4,0,1,2,0.2,0.1667,0.44,0.4478,30.003,0.06,4,33,37
290,13/01/2011,1,0,1,12,0,4,0,1,1,0.2,0.1667,0.44,0.4179,27.999,0.066,3,49,52
291,13/01/2011,1,0,1,13,0,4,0,1,1,0.22,0.197,0.41,0.4478,30.003,0.08,2,81,83
292,13/01/2011,1,0,1,14,0,4,0,1,1,0.22,0.197,0.41,0.3881,26.003,0.091,3,39,42
293,13/01/2011,1,0,1,15,0,4,0,1,1,0.24,0.2121,0.38,0.2985,19.999,0.124,5,55,60
294,13/01/2011,1,0,1,16,0,4,0,1,1,0.24,0.2121,0.38,0.3582,23.999,0.112,2,76,78
295,13/01/2011,1,0,1,17,0,4,0,1,1,0.2,0.1818,0.4,0.2836,19.001,0.098,4,158,162
296,13/01/2011,1,0,1,18,0,4,0,1,1,0.2,0.1818,0.4,0.3284,22.003,0.089,3,141,144
297,13/01/2011,1,0,1,19,0,4,0,1,1,0.16,0.1515,0.47,0.2537,16.998,0.075,1,98,99
298,13/01/2011,1,0,1,20,0,4,0,1,1,0.16,0.1515,0.47,0.2239,15.001,0.081,0,64,64
299,13/01/2011,1,0,1,21,0,4,0,1,1,0.14,0.1212,0.46,0.2985,19.999,0.047,0,40,40
300,13/01/2011,1,0,1,22,0,4,0,1,1,0.14,0.1212,0.46,0.3284,22.003,0.041,0,30,30
301,13/01/2011,1,0,1,23,0,4,0,1,1,0.12,0.1364,0.5,0.194,12.998,0.062,1,14,15
302,14/01/2011,1,0,1,0,0,5,0,1,1,0.12,0.1364,0.5,0.194,12.998,0.062,0,14,14
303,14/01/2011,1,0,1,1,0,5,0,1,1,0.1,0.1212,0.54,0.1642,11.001,0.054,0,5,5
304,14/01/2011,1,0,1,2,0,5,0,1,1,0.1,0.1212,0.54,0.1343,8.998,0.059,0,1,1
305,14/01/2011,1,0,1,3,0,5,0,1,1,0.1,0.1364,0.54,0.1045,7.002,0.07,0,1,1
306,14/01/2011,1,0,1,5,0,5,0,1,1,0.1,0.1364,0.54,0.0896,6.003,0.073,0,8,8
307,14/01/2011,1,0,1,6,0,5,0,1,1,0.1,0.1818,0.54,0,0,0.105,0,17,17
308,14/01/2011,1,0,1,7,0,5,0,1,1,0.1,0.1212,0.74,0.1642,11.001,0.054,0,70,70
309,14/01/2011,1,0,1,8,0,5,0,1,1,0.12,0.1667,0.68,0,0,0.11,2,156,158
310,14/01/2011,1,0,1,9,0,5,0,1,1,0.14,0.1515,0.69,0.1343,8.998,0.089,0,117,117
311,14/01/2011,1,0,1,10,0,5,0,1,1,0.18,0.1818,0.55,0.194,12.998,0.106,4,40,44
312,14/01/2011,1,0,1,11,0,5,0,1,1,0.18,0.1667,0.51,0.2836,19.001,0.083,6,47,53
313,14/01/2011,1,0,1,12,0,5,0,1,1,0.2,0.197,0.44,0.2537,16.998,0.108,2,59,61
314,14/01/2011,1,0,1,13,0,5,0,1,1,0.22,0.197,0.37,0.3881,26.003,0.091,4,73,77
315,14/01/2011,1,0,1,14,0,5,0,1,1,0.22,0.2121,0.41,0.2836,19.001,0.117,5,59,64
316,14/01/2011,1,0,1,15,0,5,0,1,1,0.24,0.2424,0.38,0.1642,11.001,0.16,9,59,68
317,14/01/2011,1,0,1,16,0,5,0,1,1,0.22,0.2424,0.41,0.1045,7.002,0.162,3,87,90
318,14/01/2011,1,0,1,17,0,5,0,1,1,0.22,0.2273,0.41,0.1642,11.001,0.145,4,155,159
319,14/01/2011,1,0,1,18,0,5,0,1,1,0.2,0.2576,0.47,0,0,0.177,5,134,139
320,14/01/2011,1,0,1,19,0,5,0,1,1,0.16,0.197,0.59,0.0896,6.003,0.121,3,89,92
321,14/01/2011,1,0,1,20,0,5,0,1,1,0.18,0.2424,0.59,0,0,0.163,0,68,68
322,14/01/2011,1,0,1,21,0,5,0,1,1,0.16,0.2273,0.69,0,0,0.148,4,48,52
323,14/01/2011,1,0,1,22,0,5,0,1,2,0.16,0.2273,0.69,0,0,0.148,2,34,36
324,14/01/2011,1,0,1,23,0,5,0,1,2,0.18,0.2424,0.55,0,0,0.163,1,26,27
325,15/01/2011,1,0,1,0,0,6,1,0,1,0.18,0.2424,0.55,0,0,0.163,3,25,28
326,15/01/2011,1,0,1,1,0,6,1,0,2,0.16,0.197,0.59,0.0896,6.003,0.121,2,18,20
327,15/01/2011,1,0,1,2,0,6,1,0,2,0.16,0.197,0.59,0.0896,6.003,0.121,0,12,12
328,15/01/2011,1,0,1,3,0,6,1,0,2,0.16,0.2273,0.59,0,0,0.148,1,7,8
329,15/01/2011,1,0,1,4,0,6,1,0,2,0.16,0.2273,0.59,0,0,0.148,0,5,5
330,15/01/2011,1,0,1,5,0,6,1,0,1,0.16,0.2273,0.59,0,0,0.148,0,1,1
331,15/01/2011,1,0,1,6,0,6,1,0,1,0.14,0.1667,0.63,0.1045,7.002,0.099,1,2,3
332,15/01/2011,1,0,1,7,0,6,1,0,1,0.14,0.2121,0.63,0,0,0.134,1,9,10
333,15/01/2011,1,0,1,8,0,6,1,0,1,0.14,0.1515,0.63,0.1343,8.998,0.089,1,22,23
334,15/01/2011,1,0,1,9,0,6,1,0,1,0.16,0.1818,0.64,0.1343,8.998,0.108,2,31,33
335,15/01/2011,1,0,1,10,0,6,1,0,1,0.18,0.197,0.59,0.1642,11.001,0.116,2,57,59
336,15/01/2011,1,0,1,11,0,6,1,0,1,0.2,0.197,0.55,0.2239,15.001,0.114,18,54,72
337,15/01/2011,1,0,1,12,0,6,1,0,1,0.24,0.2273,0.48,0.2239,15.001,0.143,15,74,89
338,15/01/2011,1,0,1,13,0,6,1,0,1,0.28,0.2576,0.38,0.2985,19.999,0.158,21,80,101
339,15/01/2011,1,0,1,14,0,6,1,0,1,0.3,0.2879,0.39,0.2836,19.001,0.18,26,92,118
340,15/01/2011,1,0,1,15,0,6,1,0,2,0.32,0.3182,0.36,0.194,12.998,0.217,21,108,129
341,15/01/2011,1,0,1,16,0,6,1,0,2,0.34,0.3333,0.34,0.194,12.998,0.231,33,95,128
342,15/01/2011,1,0,1,17,0,6,1,0,2,0.32,0.303,0.36,0.2836,19.001,0.194,29,54,83
343,15/01/2011,1,0,1,18,0,6,1,0,2,0.3,0.2879,0.45,0.2537,16.998,0.186,15,69,84
344,15/01/2011,1,0,1,19,0,6,1,0,2,0.32,0.303,0.39,0.2537,16.998,0.2,14,60,74
345,15/01/2011,1,0,1,20,0,6,1,0,2,0.32,0.303,0.39,0.2537,16.998,0.2,6,35,41
346,15/01/2011,1,0,1,21,0,6,1,0,2,0.32,0.303,0.39,0.2239,15.001,0.206,6,51,57
347,15/01/2011,1,0,1,22,0,6,1,0,2,0.3,0.3182,0.42,0.1045,7.002,0.225,0,26,26
348,15/01/2011,1,0,1,23,0,6,1,0,1,0.3,0.2879,0.45,0.2836,19.001,0.18,5,39,44
349,16/01/2011,1,0,1,0,0,0,1,0,1,0.26,0.303,0.56,0,0,0.221,6,33,39
350,16/01/2011,1,0,1,1,0,0,1,0,1,0.26,0.2727,0.56,0.1343,8.998,0.185,4,19,23
351,16/01/2011,1,0,1,2,0,0,1,0,1,0.26,0.2879,0.56,0.0896,6.003,0.198,3,13,16
352,16/01/2011,1,0,1,3,0,0,1,0,1,0.22,0.2727,0.69,0,0,0.192,9,6,15
353,16/01/2011,1,0,1,4,0,0,1,0,1,0.26,0.2576,0.56,0.1642,11.001,0.174,0,1,1
354,16/01/2011,1,0,1,5,0,0,1,0,2,0.26,0.2576,0.56,0.1642,11.001,0.174,1,1,2
355,16/01/2011,1,0,1,6,0,0,1,0,2,0.26,0.2576,0.56,0.1642,11.001,0.174,0,1,1
356,16/01/2011,1,0,1,7,0,0,1,0,2,0.24,0.2121,0.56,0.2985,19.999,0.124,0,3,3
357,16/01/2011,1,0,1,8,0,0,1,0,1,0.22,0.2121,0.55,0.2836,19.001,0.117,0,18,18
358,16/01/2011,1,0,1,9,0,0,1,0,1,0.22,0.2121,0.51,0.2537,16.998,0.123,3,29,32
359,16/01/2011,1,0,1,10,0,0,1,0,1,0.22,0.2121,0.51,0.2836,19.001,0.117,8,71,79
360,16/01/2011,1,0,1,11,0,0,1,0,1,0.24,0.2273,0.44,0.2537,16.998,0.137,23,70,93
361,16/01/2011,1,0,1,12,0,0,1,0,1,0.24,0.2121,0.41,0.2836,19.001,0.127,29,75,104
362,16/01/2011,1,0,1,13,0,0,1,0,1,0.26,0.2273,0.35,0.2985,19.999,0.138,23,95,118
363,16/01/2011,1,0,1,14,0,0,1,0,1,0.28,0.2727,0.36,0.2537,16.998,0.171,22,69,91
364,16/01/2011,1,0,1,15,0,0,1,0,1,0.26,0.2424,0.38,0.2537,16.998,0.152,35,78,113
365,16/01/2011,1,0,1,16,0,0,1,0,1,0.24,0.2273,0.38,0.2239,15.001,0.143,22,77,99
366,16/01/2011,1,0,1,17,0,0,1,0,1,0.22,0.2121,0.37,0.2537,16.998,0.123,23,82,105
367,16/01/2011,1,0,1,18,0,0,1,0,1,0.2,0.2121,0.4,0.1642,11.001,0.131,11,56,67
368,16/01/2011,1,0,1,19,0,0,1,0,1,0.18,0.197,0.47,0.1343,8.998,0.122,14,47,61
369,16/01/2011,1,0,1,20,0,0,1,0,1,0.18,0.197,0.47,0.1642,11.001,0.116,7,50,57
370,16/01/2011,1,0,1,21,0,0,1,0,1,0.18,0.197,0.51,0.1642,11.001,0.116,6,22,28
371,16/01/2011,1,0,1,22,0,0,1,0,2,0.2,0.2121,0.49,0.1343,8.998,0.137,2,19,21
372,16/01/2011,1,0,1,23,0,0,1,0,2,0.2,0.2273,0.4,0.1045,7.002,0.147,0,18,18
373,17/01/2011,1,0,1,0,1,1,0,0,2,0.2,0.197,0.47,0.2239,15.001,0.114,1,16,17
374,17/01/2011,1,0,1,1,1,1,0,0,2,0.2,0.197,0.44,0.194,12.998,0.12,1,15,16
375,17/01/2011,1,0,1,2,1,1,0,0,2,0.18,0.1667,0.43,0.2537,16.998,0.089,0,8,8
376,17/01/2011,1,0,1,3,1,1,0,0,2,0.18,0.1818,0.43,0.194,12.998,0.106,0,2,2
377,17/01/2011,1,0,1,4,1,1,0,0,2,0.18,0.197,0.43,0.1343,8.998,0.122,1,2,3
378,17/01/2011,1,0,1,5,1,1,0,0,2,0.18,0.197,0.43,0.1642,11.001,0.116,0,1,1
379,17/01/2011,1,0,1,6,1,1,0,0,2,0.18,0.1818,0.43,0.194,12.998,0.106,0,5,5
380,17/01/2011,1,0,1,7,1,1,0,0,2,0.16,0.1818,0.5,0.1343,8.998,0.108,4,9,13
381,17/01/2011,1,0,1,8,1,1,0,0,2,0.16,0.1515,0.47,0.2239,15.001,0.081,3,30,33
382,17/01/2011,1,0,1,9,1,1,0,0,2,0.16,0.1515,0.47,0.2239,15.001,0.081,8,39,47
383,17/01/2011,1,0,1,10,1,1,0,0,2,0.16,0.1515,0.5,0.2537,16.998,0.075,7,50,57
384,17/01/2011,1,0,1,11,1,1,0,0,2,0.16,0.1515,0.55,0.194,12.998,0.087,9,55,64
385,17/01/2011,1,0,1,12,1,1,0,0,2,0.18,0.197,0.47,0.1343,8.998,0.122,10,70,80
386,17/01/2011,1,0,1,13,1,1,0,0,2,0.18,0.197,0.47,0.1343,8.998,0.122,13,80,93
387,17/01/2011,1,0,1,14,1,1,0,0,2,0.18,0.2121,0.43,0.1045,7.002,0.133,12,74,86
388,17/01/2011,1,0,1,15,1,1,0,0,2,0.2,0.2121,0.47,0.1642,11.001,0.131,21,72,93
389,17/01/2011,1,0,1,16,1,1,0,0,2,0.2,0.2121,0.47,0.1642,11.001,0.131,6,76,82
390,17/01/2011,1,0,1,17,1,1,0,0,1,0.2,0.197,0.51,0.194,12.998,0.12,4,67,71
391,17/01/2011,1,0,1,18,1,1,0,0,2,0.18,0.1667,0.55,0.2537,16.998,0.089,7,85,92
392,17/01/2011,1,0,1,19,1,1,0,0,3,0.18,0.1818,0.59,0.194,12.998,0.106,2,58,60
393,17/01/2011,1,0,1,20,1,1,0,0,3,0.16,0.1515,0.8,0.194,12.998,0.087,4,29,33
394,17/01/2011,1,0,1,21,1,1,0,0,3,0.16,0.1515,0.8,0.194,12.998,0.087,3,24,27
395,17/01/2011,1,0,1,22,1,1,0,0,3,0.14,0.1212,0.93,0.2537,16.998,0.056,0,13,13
396,17/01/2011,1,0,1,23,1,1,0,0,3,0.16,0.1364,0.86,0.2836,19.001,0.064,1,3,4
397,18/01/2011,1,0,1,12,0,2,0,1,2,0.2,0.1818,0.86,0.3284,22.003,0.089,0,3,3
398,18/01/2011,1,0,1,13,0,2,0,1,2,0.2,0.197,0.86,0.2239,15.001,0.114,0,22,22
399,18/01/2011,1,0,1,14,0,2,0,1,2,0.22,0.2273,0.8,0.1642,11.001,0.145,2,26,28
400,18/01/2011,1,0,1,15,0,2,0,1,2,0.22,0.2273,0.87,0.1642,11.001,0.145,3,32,35
401,18/01/2011,1,0,1,16,0,2,0,1,2,0.22,0.2273,0.87,0.194,12.998,0.139,0,61,61
402,18/01/2011,1,0,1,17,0,2,0,1,2,0.22,0.2273,0.82,0.194,12.998,0.139,1,124,125
403,18/01/2011,1,0,1,18,0,2,0,1,2,0.22,0.2273,0.8,0.1642,11.001,0.145,1,132,133
404,18/01/2011,1,0,1,19,0,2,0,1,2,0.22,0.2273,0.8,0.1343,8.998,0.151,1,98,99
405,18/01/2011,1,0,1,20,0,2,0,1,2,0.22,0.2727,0.87,0,0,0.192,0,83,83
406,18/01/2011,1,0,1,21,0,2,0,1,2,0.22,0.2424,0.93,0.1045,7.002,0.162,0,41,41
407,18/01/2011,1,0,1,22,0,2,0,1,2,0.22,0.2576,0.93,0.0896,6.003,0.169,0,33,33
408,18/01/2011,1,0,1,23,0,2,0,1,2,0.22,0.2727,0.93,0,0,0.192,1,19,20
409,19/01/2011,1,0,1,0,0,3,0,1,2,0.22,0.2727,0.93,0,0,0.192,0,3,3
410,19/01/2011,1,0,1,1,0,3,0,1,3,0.22,0.2273,0.93,0.1343,8.998,0.151,1,6,7
411,19/01/2011,1,0,1,2,0,3,0,1,3,0.22,0.2273,0.93,0.1343,8.998,0.151,0,3,3
412,19/01/2011,1,0,1,4,0,3,0,1,3,0.22,0.2273,0.93,0.1343,8.998,0.151,1,1,2
413,19/01/2011,1,0,1,5,0,3,0,1,2,0.22,0.2576,0.93,0.0896,6.003,0.169,0,7,7
414,19/01/2011,1,0,1,6,0,3,0,1,2,0.22,0.2576,0.93,0.0896,6.003,0.169,0,32,32
415,19/01/2011,1,0,1,7,0,3,0,1,2,0.24,0.2576,0.92,0.1045,7.002,0.176,1,89,90
416,19/01/2011,1,0,1,8,0,3,0,1,2,0.24,0.2576,0.93,0.1045,7.002,0.176,1,196,197
417,19/01/2011,1,0,1,9,0,3,0,1,2,0.24,0.2576,0.93,0.1045,7.002,0.176,2,107,109
418,19/01/2011,1,0,1,10,0,3,0,1,2,0.26,0.2727,0.93,0.1343,8.998,0.185,1,46,47
419,19/01/2011,1,0,1,11,0,3,0,1,2,0.28,0.303,0.87,0.0896,6.003,0.213,5,47,52
420,19/01/2011,1,0,1,12,0,3,0,1,2,0.3,0.3182,0.81,0.0896,6.003,0.228,5,65,70
421,19/01/2011,1,0,1,13,0,3,0,1,1,0.4,0.4091,0.62,0.2836,19.001,0.266,11,67,78
422,19/01/2011,1,0,1,14,0,3,0,1,1,0.4,0.4091,0.58,0.2537,16.998,0.272,7,68,75
423,19/01/2011,1,0,1,15,0,3,0,1,1,0.4,0.4091,0.54,0.2836,19.001,0.266,4,78,82
424,19/01/2011,1,0,1,16,0,3,0,1,1,0.38,0.3939,0.58,0.3881,26.003,0.231,10,94,104
425,19/01/2011,1,0,1,17,0,3,0,1,1,0.36,0.3333,0.57,0.3284,22.003,0.214,7,190,197
426,19/01/2011,1,0,1,18,0,3,0,1,1,0.34,0.3182,0.61,0.2836,19.001,0.209,5,156,161
427,19/01/2011,1,0,1,19,0,3,0,1,1,0.32,0.2879,0.57,0.4179,27.999,0.163,4,108,112
428,19/01/2011,1,0,1,20,0,3,0,1,1,0.32,0.303,0.49,0.2985,19.999,0.191,2,74,76
429,19/01/2011,1,0,1,21,0,3,0,1,1,0.32,0.2879,0.49,0.4179,27.999,0.163,4,55,59
430,19/01/2011,1,0,1,22,0,3,0,1,1,0.3,0.303,0.52,0.1642,11.001,0.208,6,53,59
431,19/01/2011,1,0,1,23,0,3,0,1,1,0.3,0.2727,0.52,0.4627,31.001,0.139,1,27,28
432,20/01/2011,1,0,1,0,0,4,0,1,1,0.26,0.2273,0.56,0.3881,26.003,0.121,5,8,13
433,20/01/2011,1,0,1,1,0,4,0,1,1,0.26,0.2727,0.56,0,0,0.212,2,3,5
434,20/01/2011,1,0,1,2,0,4,0,1,1,0.26,0.2727,0.56,0,0,0.212,0,2,2
435,20/01/2011,1,0,1,3,0,4,0,1,1,0.26,0.2576,0.56,0.1642,11.001,0.174,0,1,1
436,20/01/2011,1,0,1,4,0,4,0,1,1,0.26,0.2576,0.56,0.1642,11.001,0.174,0,1,1
437,20/01/2011,1,0,1,5,0,4,0,1,1,0.24,0.2273,0.6,0.2239,15.001,0.143,0,6,6
438,20/01/2011,1,0,1,6,0,4,0,1,1,0.22,0.2121,0.6,0.2239,15.001,0.129,0,35,35
439,20/01/2011,1,0,1,7,0,4,0,1,1,0.22,0.2121,0.55,0.2239,15.001,0.129,1,100,101
440,20/01/2011,1,0,1,8,0,4,0,1,1,0.22,0.2121,0.55,0.2836,19.001,0.117,2,247,249
441,20/01/2011,1,0,1,9,0,4,0,1,2,0.24,0.2273,0.52,0.2239,15.001,0.143,3,140,143
442,20/01/2011,1,0,1,10,0,4,0,1,1,0.26,0.2273,0.48,0.2985,19.999,0.138,1,56,57
443,20/01/2011,1,0,1,11,0,4,0,1,2,0.28,0.2727,0.45,0.1642,11.001,0.189,5,63,68
444,20/01/2011,1,0,1,12,0,4,0,1,2,0.3,0.3333,0.42,0,0,0.25,7,77,84
445,20/01/2011,1,0,1,13,0,4,0,1,2,0.28,0.2879,0.45,0.1045,7.002,0.205,12,86,98
446,20/01/2011,1,0,1,14,0,4,0,1,2,0.3,0.303,0.45,0.1343,8.998,0.214,6,75,81
447,20/01/2011,1,0,1,15,0,4,0,1,2,0.32,0.3182,0.45,0.194,12.998,0.217,8,62,70
448,20/01/2011,1,0,1,16,0,4,0,1,2,0.3,0.303,0.49,0.1343,8.998,0.214,8,83,91
449,20/01/2011,1,0,1,17,0,4,0,1,2,0.3,0.3182,0.49,0.1045,7.002,0.225,8,207,215
450,20/01/2011,1,0,1,18,0,4,0,1,2,0.26,0.2576,0.56,0.194,12.998,0.168,1,184,185
451,20/01/2011,1,0,1,19,0,4,0,1,1,0.26,0.2273,0.56,0.3284,22.003,0.133,6,146,152
452,20/01/2011,1,0,1,20,0,4,0,1,2,0.26,0.2424,0.6,0.2836,19.001,0.146,2,124,126
453,20/01/2011,1,0,1,21,0,4,0,1,2,0.24,0.2273,0.6,0.2537,16.998,0.137,3,54,57
454,20/01/2011,1,0,1,22,0,4,0,1,2,0.24,0.2121,0.65,0.2836,19.001,0.127,0,56,56
455,20/01/2011,1,0,1,23,0,4,0,1,2,0.24,0.2121,0.65,0.3284,22.003,0.118,3,28,31
456,21/01/2011,1,0,1,0,0,5,0,1,2,0.24,0.2273,0.7,0.2537,16.998,0.137,1,20,21
457,21/01/2011,1,0,1,1,0,5,0,1,2,0.24,0.2273,0.7,0.2537,16.998,0.137,0,6,6
458,21/01/2011,1,0,1,2,0,5,0,1,3,0.24,0.2424,0.75,0.1642,11.001,0.16,0,2,2
459,21/01/2011,1,0,1,3,0,5,0,1,3,0.22,0.2121,0.8,0.2985,19.999,0.114,0,1,1
460,21/01/2011,1,0,1,4,0,5,0,1,2,0.22,0.2576,0.87,0.0896,6.003,0.169,0,1,1
461,21/01/2011,1,0,1,5,0,5,0,1,1,0.24,0.197,0.6,0.4179,27.999,0.096,1,4,5
462,21/01/2011,1,0,1,6,0,5,0,1,1,0.22,0.2121,0.55,0.2537,16.998,0.123,0,27,27
463,21/01/2011,1,0,1,7,0,5,0,1,1,0.2,0.1818,0.51,0.2836,19.001,0.098,2,66,68
464,21/01/2011,1,0,1,8,0,5,0,1,1,0.2,0.1818,0.47,0.3284,22.003,0.089,7,210,217
465,21/01/2011,1,0,1,9,0,5,0,1,1,0.2,0.1818,0.51,0.3582,23.999,0.083,7,159,166
466,21/01/2011,1,0,1,10,0,5,0,1,1,0.2,0.1667,0.47,0.4627,31.001,0.057,6,57,63
467,21/01/2011,1,0,1,11,0,5,0,1,1,0.22,0.1818,0.41,0.4627,31.001,0.072,6,53,59
468,21/01/2011,1,0,1,12,0,5,0,1,1,0.22,0.1818,0.27,0.5821,39.001,0.048,11,67,78
469,21/01/2011,1,0,1,13,0,5,0,1,1,0.2,0.1515,0.21,0.5821,39.001,0.029,8,65,73
470,21/01/2011,1,0,1,14,0,5,0,1,1,0.2,0.1515,0.25,0.5224,35.001,0.041,6,56,62
471,21/01/2011,1,0,1,15,0,5,0,1,1,0.16,0.1212,0.26,0.4478,30.003,0.027,4,61,65
472,21/01/2011,1,0,1,16,0,5,0,1,1,0.16,0.1364,0.26,0.3582,23.999,0.049,0,97,97
473,21/01/2011,1,0,1,17,0,5,0,1,1,0.14,0.1212,0.28,0.3582,23.999,0.035,10,151,161
474,21/01/2011,1,0,1,18,0,5,0,1,1,0.12,0.1212,0.3,0.2537,16.998,0.046,1,119,120
475,21/01/2011,1,0,1,19,0,5,0,1,1,0.12,0.1061,0.3,0.3284,22.003,0.026,3,93,96
